data,AVG,119,A13,ANHOL,B1,BO3,BY1,BY15,BY2,BY29,BY31,BY38,K,LL3A,LL7,N14,P1,P104,P116,BCSIII10,BY5,PL-R4,REFM1,SR5,US5B,ZN4,FOE-BHB,KATTEG_4,DMU_905,VSJ_20925,OMIOW4,FOE-B11,OMBMPK3,OMREGION1,W_BORNHOL,BY7,FOE-B14,BY10,BY39,FOE-BP3,121,BY17,F80,BY32,LL17,HANKO_2,KAS-11,SJA772,LOS-15,F64,PORI_1,US2,F18,F3,SR1A,FOE-B03,OMTF0018,FOE-B01,FYN_67,ÖRESUND_2,E_BORNH
01.01.2010,1.359,0.2,-0.083,-0.044,-0.155,-0.028,2.434,3.815,2.601,2.982,2.201,1.81,2.734,-0.144,-0.052,-0.117,3.113,2.046,2.909,4.362,3.873,3.37,0.045,1.688,0.864,3.325,2.959,0.018,0.007,0.281,1.843,1.728,2.511,2.482,3.911,3.744,4.242,4.025,2.209,3.184,0.301,2.4,2.886,2.429,1.991,0.184,-0.145,0.55,-0.243,0.597,0.736,0.331,-0.14,-0.098,0.227,3.562,0.72,0.471,0.289,0.186,3.387
01.02.2010,0.268,-0.264,-0.191,-0.722,-0.277,-0.193,0.444,1.761,0.344,1.243,0.777,0.282,1.698,-0.248,-0.272,-0.793,1.333,1.06,1.251,2.525,1.599,0.568,-0.34,-0.103,-0.313,1.597,1.278,-0.614,-0.598,-0.603,-0.073,-0.192,0.172,0.451,1.451,2.136,2.561,2.255,0.672,0.799,-0.301,1.198,1.007,0.659,0.426,-0.305,-0.223,-0.194,-0.325,-0.185,-0.314,-0.309,-0.291,-0.19,-0.279,0.795,-0.457,-0.48,-0.487,-0.376,1.338
02.03.2010,0.995,0.128,-0.117,1.5,0.473,-0.132,0.903,1.937,1.021,0.301,0.619,1.324,1.741,0.106,0.117,1.373,1.919,1.376,1.892,1.932,1.737,1.476,0.685,-0.207,-0.122,1.404,1.301,1.94,1.867,1.446,0.846,0.968,1.211,1.125,1.661,1.726,1.915,2.03,1.006,1.221,0.053,1.911,1.301,1.125,0.257,0.095,0.041,-0.008,-0.042,0.081,-0.179,-0.037,-0.087,-0.13,-0.107,1.331,1.477,1.522,1.417,1.582,1.668
01.04.2010,3.183,3.232,0.37,6.038,2.984,0.425,3.914,3.32,3.913,2.497,2.509,2.856,5.742,1.839,2.028,5.852,3.478,4.421,4.094,3.399,3.589,4.119,3.837,0.634,0.71,4.066,3.674,5.834,6.124,5.991,4.002,3.97,4.206,3.927,3.649,3.592,3.33,3.451,3.083,3.981,1.492,3.357,2.911,2.603,2.508,2.037,1.609,2.415,2.305,1.153,0.714,0.981,1.155,0.396,0.772,3.577,5.593,5.896,5.866,5.428,3.54
01.05.2010,7.098,9.212,2.39,9.595,7.972,2.284,7.315,7.024,6.794,6.049,6.696,6.341,8.535,7.182,6.745,9.284,7.443,8.027,7.618,6.614,6.5,7.527,8.398,3.909,4.773,7.358,6.691,9.899,9.901,9.805,7.527,7.597,7.477,7.29,6.446,6.618,6.612,6.901,6.221,8.045,8.213,7.215,6.454,6.341,5.991,6.394,7.074,6.353,8.95,5.02,5.012,4.93,5.244,2.048,3.483,6.705,9.503,9.807,9.78,9.459,6.423
01.06.2010,11.693,13.653,6.874,14.644,13.586,6.8,12.393,11.442,11.99,10.71,12.11,11.16,14.829,12.348,11.427,14.596,13.024,13.551,14.114,11.293,11.335,12.611,12.377,9.459,9.506,13.155,11.073,14.427,14.638,14.322,12.785,12.34,12.912,12.36,11.357,11.53,11.286,11.441,10.738,12.98,12.966,11.399,11.191,11.651,10.674,11.021,12.629,11.146,12.922,9.684,9.453,10.08,10.05,8.181,9.136,12.481,14.337,14.942,14.199,13.998,11.161
01.07.2010,18.313,21.695,12.794,19.133,17.114,14.442,19.437,19.938,19.011,19.653,18.702,18.948,21.196,20.117,19.626,19.057,20.624,20.89,20.635,19.869,18.939,19.52,17.97,16.775,16.038,20.506,18.582,17.848,18.597,19.375,19.591,19.395,20.076,19.654,19.192,19.2,19.94,20.222,17.661,21.019,21.216,20.404,19.692,19.228,20.015,19.769,20.191,19.238,20.247,16.584,16.522,15.458,16.243,14.144,15.898,20.117,20.435,20.524,19.661,19.669,19.117
01.08.2010,17.722,21.296,14.776,18.346,16.937,15.267,18.325,19.224,17.803,18.561,17.665,17.786,20.772,19.9,19.461,18.493,19.978,20.701,20.149,18.834,18.073,19.34,17.237,16.978,15.783,20.025,18.103,17.835,18.158,18.584,18.152,18.393,18.942,18.81,18.353,18.469,18.101,19.083,16.028,20.546,20.959,19.544,18.483,18.03,18.87,18.81,19.946,18.168,18.494,16.661,17.48,15.674,15.993,15.182,15.977,18.703,19.162,19.31,18.727,18.692,17.774
01.09.2010,13.924,15.242,12.147,15.059,13.479,12.06,14.739,14.722,14.424,14.34,14.354,13.884,16.154,14.56,14.253,15.12,16.128,16.591,16.369,15.112,15.168,15.106,13.997,12.865,12.157,15.962,14.462,14.795,14.901,14.904,15.013,15.036,15.011,14.723,14.989,15.196,14.511,14.504,13.346,16.379,15.175,15.208,14.472,14.164,14.654,14.988,14.502,13.682,12.095,13.404,12.907,12.845,12.467,11.846,13.861,15.709,15.269,15.354,14.933,14.358,14.154
01.10.2010,9.731,9.734,8.025,11.077,8.837,8.379,12.027,10.164,11.601,10.23,10.126,9.951,10.991,10.057,10.111,10.806,11.902,11.016,11.844,11.212,11.125,9.715,9.592,8.679,8.389,10.428,11.177,10.765,10.96,11.149,11.93,11.687,11.278,11.488,11.397,10.987,10.806,10.452,9.987,11.901,10.011,10.616,9.821,9.933,10.446,10.353,9.804,9.013,8.336,9.537,8.85,8.529,8.7,7.755,9.39,11.437,11.55,11.731,11.281,10.662,10.562
01.11.2010,6.576,7.008,5.124,7.213,5.085,5.194,8.993,7.819,8.887,7.521,6.982,7.028,8.483,6.271,6.62,7.018,8.902,8.119,8.634,8.763,8.752,7.971,6.522,5.507,5.538,8.19,8.532,6.905,7.15,7.365,9.066,8.994,8.708,8.699,8.776,8.8,8.217,8.183,7.42,9.265,7.014,8.001,7.468,7.296,7.331,6.841,5.379,6.975,3.462,6.321,5.993,5.317,4.736,4.789,5.432,9.088,8.114,8.065,7.626,7.001,8.074
01.12.2010,2.277,1.75,1.027,1.263,0.512,0.862,4.314,5.048,3.897,4.083,3.035,3.51,3.535,1.256,1.878,0.981,4.793,2.863,4.448,5.113,4.526,3.144,0.608,2.301,2.335,3.363,3.37,1.116,1.165,1.373,4.084,3.796,3.341,3.918,4.419,4.894,4.935,5.038,2.682,4.941,1.883,4.345,4.34,3.783,3.387,1.945,0.524,3.096,-0.084,1.82,2.406,1.146,0.591,0.94,1.424,4.431,2.463,2.08,1.634,1.194,4.069
01.01.2011,1.022,0.069,0.013,0.531,0.389,0.055,1.519,2.832,1.407,1.768,1.306,1.802,1.223,0.02,-0.009,0.336,2.679,1.037,2.305,3.014,2.292,0.79,0.366,0.763,0.388,1.169,1.685,1.121,0.806,0.536,1.619,1.466,1.475,1.47,1.946,2.565,2.898,2.841,1.242,2.09,0.073,2.85,2.647,1.57,1.341,0.155,-0.076,0.472,-0.149,0.392,0.227,-0.029,-0.072,-0.012,-0.018,2.243,0.555,0.493,0.302,0.458,1.897
01.02.2011,0.687,-0.159,-0.061,0.825,0.705,-0.029,0.973,1.339,1.139,0.776,0.414,0.952,0.744,-0.138,-0.072,0.534,1.031,0.612,1.012,1.58,1.607,1.57,0.405,0.15,-0.122,1.016,1.7,1.243,1.086,0.974,0.953,0.944,1.048,1.269,1.616,1.422,1.512,1.492,1.221,0.966,-0.141,1.16,0.936,0.445,0.642,0.331,-0.124,-0.196,-0.194,0.068,-0.088,-0.198,-0.204,-0.085,-0.145,1.564,1.052,1.036,1.052,0.568,1.242
01.03.2011,0.908,0.085,-0.003,1.508,1.209,-0.007,1.1,0.963,1.169,0.57,0.82,0.857,1.47,-0.105,-0.008,1.473,1.19,1.403,1.252,1.439,1.589,1.501,1.096,0.225,-0.06,1.379,1.441,1.859,1.577,1.592,1.045,1.114,1.34,1.227,1.548,1.518,1.278,1.079,1.27,0.742,0.128,0.873,0.832,0.676,0.575,0.327,-0.088,-0.025,-0.065,0.427,-0.136,0.066,-0.122,-0.062,0.121,1.54,1.647,1.811,1.672,1.612,1.164
01.04.2011,3.421,2.054,0.748,6.444,4.513,0.626,4.282,3.03,4.138,2.568,3.305,3.098,5.559,1.708,1.826,6.489,3.61,5.424,4.568,3.276,3.303,4.525,5.293,1.313,0.822,4.787,3.506,6.743,6.948,6.493,4.14,4.775,4.582,4.142,3.285,3.362,3.281,3.109,3.484,4.389,2.097,3.051,2.74,2.771,2.5,1.706,1.398,2.026,2.79,2.285,0.875,1.372,0.921,0.668,2.023,3.653,6.218,6.882,6.579,5.806,3.459
01.05.2011,7.254,7.253,2.464,11.256,8.04,2.273,9.495,6.905,9.079,6.903,7.177,7.131,10.658,5.558,5.503,11.502,8.382,8.97,8.789,7.251,7.541,7.999,9.157,3.687,3.371,8.507,7.793,10.791,10.978,11.187,9.614,9.473,8.613,8.87,7.804,7.794,6.739,6.983,7.303,8.417,7.357,7.654,6.518,6.995,6.656,5.045,5.441,5.438,8.242,6.113,2.98,4.518,4.182,1.889,4.958,8.183,10.466,10.992,10.823,10.818,7.528
01.06.2011,13.248,16.2,8.054,15.639,13.42,7.69,14.84,13.537,14.396,12.875,13.173,13.644,15.882,12.738,12.162,15.803,14.559,15.481,14.807,13.862,13.699,14.739,13.915,10.351,9.583,15,14.003,14.666,15.162,15.844,14.637,14.702,14.877,14.624,14.057,13.774,13.601,13.569,11.308,15.481,15.315,13.559,13.349,13.399,12.786,11.928,12.913,13.008,15.505,11.98,10.153,10.716,10.262,8.82,11.105,14.619,16.235,16.276,15.772,16.107,13.699
01.07.2011,17.451,20.083,15.418,18.394,18.017,15.796,16.839,17.432,16.963,17.49,16.936,17.04,18.409,19.307,18.613,18.613,17.834,18.697,17.966,16.976,16.686,17.046,17.383,16.977,15.577,17.332,17.036,18.266,18.244,17.846,16.991,16.883,17.48,17.246,16.934,17.009,16.568,17.179,16.678,18.511,20.261,18.117,17.87,16.922,18.156,18.661,19.623,17.199,20.495,17.07,17.629,15.114,15.801,16.014,16.264,17.4,18.006,17.868,17.727,17.803,16.483
01.08.2011,17.518,19.307,15.84,18.071,17.917,16.405,16.609,18.128,16.552,18.328,17.833,17.314,18.906,18.619,18.722,18.306,18.293,19.154,18.616,17.309,17.058,17.719,18.228,17.457,16.676,18.358,17.014,17.93,17.925,17.824,16.506,16.567,17.108,16.881,17.041,17.055,16.89,17.268,16.82,18.606,19.349,18.293,18.162,17.806,18.678,19.236,18.54,17.368,18.657,17.422,17.717,16.76,16.68,16.195,17.322,17.318,17.733,17.66,17.332,17.285,16.977
01.09.2011,14.59,16.051,12.334,15.172,13.107,13.141,14.408,14.773,14.199,15.402,13.677,14.341,16.764,15.105,15.414,15.437,16.41,16.904,16.509,14.787,15.067,16.13,13.159,13.93,13.765,16.658,13.872,14.964,15.117,15.228,14.688,14.671,15.091,14.734,14.903,15.116,14.125,14.366,10.829,16.657,16.034,15.295,15.014,14.184,15.549,15.652,15.803,16.814,14.486,13.985,14.318,14.051,15.007,13.278,13.447,15.523,15.802,15.435,15.073,14.996,13.679
01.10.2011,10.966,12.499,8.259,12.234,7.76,8.364,10.477,12.045,11.01,12.471,10.54,9.429,13.532,11.348,11.195,12.072,13.805,13.632,13.916,11.679,12.112,12.976,7.917,9.591,9.833,13.312,11.815,12.201,12.213,12.35,10.74,11.068,12.43,11.654,12.383,12.668,10.891,11.902,8.059,14.186,12.004,12.481,11.829,9.652,12.491,12.264,11.12,12.105,10.164,10.116,10.216,9.874,10.792,8.707,9.762,12.804,12.733,12.696,12.36,11.521,10.875
01.11.2011,7.895,8.663,6.477,8.563,6.176,6.055,8.615,9.077,9.099,8.932,7.81,7.17,9.993,8.567,8.098,8.236,10.755,9.784,10.757,9.47,9.608,8.855,6.763,6.588,6.78,9.515,9.449,8.418,8.73,8.502,8.413,8.766,9.065,9.102,9.552,9.95,9.072,9.269,7.801,10.842,8.271,9.53,9.017,7.349,8.97,8.549,7.877,8.107,5.326,7.335,7.201,6.985,7.121,6.614,5.638,9.631,8.644,8.701,8.553,8.128,9.336
01.12.2011,5.554,5.7,4.71,6.18,4.281,4.39,6.038,6.611,6.559,7.07,6.616,5.596,6.155,5.712,6.082,5.952,7.445,5.973,6.88,6.789,7.235,5.433,4.825,4.626,4.871,5.85,7.065,6.485,6.359,5.942,6.04,6.199,6.27,6.534,7.132,7.005,6.286,6.679,5.527,7.583,5.648,7.024,6.935,6.095,7.13,6.591,4.489,5.502,4.076,5.729,5.219,4.924,5.282,3.985,3.252,7.004,5.494,5.623,5.799,5.357,6.168
01.01.2012,3.456,2.772,1.829,4.049,2.395,1.96,4.615,4.888,5.016,4.817,4.941,4.457,3.975,2.322,2.798,3.704,4.972,4.107,4.714,4.912,5.06,4.221,2.709,3.337,3.164,4.188,4.914,4.137,4.237,4.005,4.564,4.714,4.776,4.946,5.061,4.783,4.892,5.023,4.052,5.039,2.994,4.555,5.084,5.071,4.586,3.463,1.438,2.934,0.502,3.197,3.114,2.973,2.141,1.766,1.989,5.062,3.932,3.951,3.883,3.604,4.238
01.02.2012,1.242,0.127,0.239,0.637,0.633,-0.314,1.652,2.958,1.985,2.765,1.926,2.065,1.935,0.138,0.294,0.279,2.197,1.262,2.145,2.76,2.558,2.064,0.261,1.149,1.012,2.243,2.044,1.282,1.092,0.797,1.627,1.481,1.504,1.886,2.49,2.646,2.837,2.568,2.033,1.864,0.142,1.982,2.846,2.25,2.436,0.342,0.089,0.411,-0.012,0.574,0.547,0.521,0.235,0.039,0.332,2.65,1.056,1.008,0.803,0.699,1.731
01.03.2012,2.278,0.692,0.484,3.793,2.572,0.394,2.879,2.985,2.899,2.687,2.715,3.17,2.935,0.434,0.527,3.555,2.633,2.585,2.55,3.069,2.963,2.533,2.135,1.541,1.095,2.617,2.979,4,3.982,3.918,2.94,2.851,2.931,2.93,2.961,2.981,3.062,3.095,2.982,1.894,0.612,2.555,2.895,2.923,2.205,1.047,0.352,0.597,1.026,1.599,0.963,1.16,0.534,0.08,1.024,2.849,3.599,3.795,4.026,3.723,2.868
01.04.2012,3.708,2.962,0.743,6.24,3.754,0.694,4.746,3.861,4.695,3.324,3.617,4.117,5.125,1.914,2.167,6.109,4.512,5.057,4.778,3.828,4.133,4.337,4.599,1.991,1.539,4.627,4.293,6.082,6.108,6.631,4.832,4.877,5.21,4.998,4.086,4.099,3.847,3.909,4.172,3.796,2.163,3.924,3.694,3.901,3.256,2.676,1.394,2.44,3.163,2.512,1.534,1.823,1.376,0.313,1.897,4.626,6.09,6.489,6.445,5.87,4.059
01.05.2012,7.692,9.226,2.236,11.024,8.151,2.519,8.661,7.45,8.743,7.285,7.316,7.99,10.594,6.841,6.653,11.298,9.449,9.52,9.906,7.607,7.948,8.871,9.728,4.385,4.074,9.02,8.013,10.842,10.875,10.959,8.765,9.259,8.865,9.048,7.979,7.761,7.475,7.52,7.797,8.827,7.849,7.508,7.358,7.587,6.975,6.911,6.581,7.677,8.796,5.372,4.129,4.646,4.388,2.345,5.188,8.552,10.192,10.894,10.667,10.824,7.86
01.06.2012,11.936,13.321,7.665,13.812,12.705,7.527,12.535,12.122,12.292,11.125,12.026,12.123,13.811,11.66,11.051,14.036,13.726,14.234,14,12.45,12.694,13.6,13.208,9.704,9.675,13.806,12.08,13.561,13.724,13.777,12.74,12.778,13.43,12.901,12.593,12.51,12.347,12.209,11.577,13.777,13.29,11.987,11.447,11.725,11.299,11.416,11.597,11.457,13.09,10.331,9.765,9.782,10.577,8.229,10.241,13.194,14.311,14.148,13.719,14.274,12.256
01.07.2012,15.867,17.658,13.316,17.351,15.656,13.32,16.146,16.079,15.728,16.037,15.564,16.123,18.62,15.776,15.712,17.537,17.388,18.444,17.625,16.384,16.483,17.531,16.296,14.714,14.049,18.022,15.615,16.592,16.976,16.839,16.233,16.285,16.907,16.293,16.356,16.48,16.23,16.098,13.963,17.437,17.075,16.032,15.902,16.298,15.802,15.819,16.138,16.19,14.95,14.977,14.841,14.302,14.59,13.564,15.055,16.855,17.019,17.217,16.827,17.012,16.154
01.08.2012,17.047,18.351,15.335,18.352,16.093,15.177,17.868,16.996,17.514,17.548,16.987,17.034,19.307,17.306,17.411,18.383,18.21,19.371,18.601,17.568,17.808,18.515,16.506,16.395,15.905,18.847,17.722,17.687,17.951,18.183,17.881,17.934,18.318,18.017,17.975,17.893,16.91,16.936,15.766,18.319,18.121,17.434,17.229,16.88,17.625,17.605,17.33,16.855,16.042,16.761,16.473,15.989,16.117,15.36,16.187,18.343,18.013,18.415,17.939,18.169,17.218
01.09.2012,14.125,15.731,11.714,15.203,11.243,11.409,15.426,14.824,14.78,14.945,12.421,14.163,17.304,14.528,14.639,15.224,16.319,17.483,16.718,15.62,16.095,16.917,13.159,12.118,11.121,17.366,15.284,14.839,14.946,15.394,15.551,15.451,16.238,15.532,15.919,16.355,14.99,14.995,12.926,16.639,15.681,15.157,14.776,13.808,15.006,14.794,14.803,14.813,13.075,12.999,12.611,11.696,12.465,11.86,12.351,16.666,16.173,15.917,15.339,15.041,14.896
01.10.2012,10.633,12.763,8.106,11.453,9.293,8.244,11.782,11.446,11.384,11.47,10.544,10.161,13.227,11.365,11.497,11.327,13.012,13.289,13.244,11.693,12.591,12.806,10.105,8.756,8.809,13.271,11.693,11.144,11.368,11.309,11.929,11.651,11.837,11.766,12.572,12.667,11.379,11.336,9.948,13.516,12.487,11.968,11.174,10.129,11.451,11.777,11.572,11.46,9.303,9.873,9.526,8.628,9.644,8.533,8.012,12.949,11.977,11.719,11.466,11.107,11.235
01.11.2012,7.363,8.576,5.1,8.031,6.836,5.707,8.609,8.357,8.775,8.423,7.692,7.415,9.341,8.022,7.701,7.881,9.641,8.872,9.65,8.647,9.428,8.636,6.704,5.741,6.011,8.913,9.207,8.13,8.116,7.792,8.728,8.782,8.114,8.527,9.351,9.211,8.315,8.401,7.736,10.208,8.386,8.628,8.043,7.647,8.383,8.31,7.276,7.949,5.343,6.907,6.299,6.133,6.487,5.166,5.441,9.632,7.837,7.8,7.619,7.235,8.433
01.12.2012,3.713,3.214,2.191,3.202,1.984,1.975,5.805,6.038,5.983,5.765,5.31,4.978,5.255,3.658,3.888,2.941,6.501,4.803,5.914,6.459,6.256,4.937,1.856,3.622,3.23,5.333,5.362,3.203,3.191,3.268,5.397,5.212,4.371,5.159,5.98,6.743,6.127,6.123,4.699,6.703,3.44,6.079,5.228,5.187,5.773,3.63,2.302,4.612,-0.337,3.673,3.721,3.1,2.942,1.589,2.924,6.475,3.89,3.681,3.463,2.916,5.086
01.01.2013,1.903,0.295,0.066,1.888,1.364,0.097,3.251,3.301,3.33,2.859,2.653,2.838,3.176,-0.082,0.306,1.675,3.939,2.385,3.3,4.345,3.891,3.59,1.219,1.789,1.462,3.45,3.453,1.886,2.005,2.17,3.238,3.128,2.827,3.147,3.886,4.093,4.021,3.926,2.791,3.322,0.289,3.133,3.588,2.845,2.172,0.805,-0.043,0.972,-0.543,1.19,0.924,0.752,0.232,-0.218,0.984,3.889,2.428,2.293,2.114,1.604,3.108
01.02.2013,0.971,-0.182,-0.113,0.84,0.907,-0.113,1.642,2.215,1.665,1.433,1.687,1.832,1.906,-0.19,-0.127,0.518,2.276,1.763,1.993,2.893,2.442,2.019,0.385,0.538,0.104,1.889,1.967,0.76,0.775,0.753,1.554,1.611,1.701,1.849,2.261,2.69,2.31,2.367,1.882,1.983,-0.215,2.063,2.174,1.77,1.473,0.209,-0.1,0.109,-0.417,0.168,0.217,-0.019,-0.188,-0.104,-0.075,2.084,0.891,0.777,0.787,0.627,1.869
01.03.2013,0.877,0.001,-0.052,0.927,0.169,-0.06,1.019,1.285,1.204,0.831,0.884,1.382,1.968,-0.161,0.1,0.892,1.582,1.577,1.674,2.024,1.85,2.26,0.308,0.265,-0.034,1.773,1.424,0.968,0.964,0.832,0.959,0.98,1.227,1.365,1.523,1.869,2.057,1.694,1.284,1.28,-0.087,0.884,1.276,1.471,0.74,0.077,-0.012,0.319,-1.19,0.21,-0.058,-0.102,-0.075,-0.489,-0.13,1.657,0.81,0.649,0.636,0.572,1.782
01.04.2013,2.441,1.478,0.348,3.942,2.109,0.368,2.504,2.548,2.503,2.078,2.397,2.52,4.098,1.331,1.701,4.065,2.674,3.496,3.046,2.607,2.582,3.275,2.813,0.912,0.671,3.324,2.489,4.215,4.068,4.193,2.677,2.513,2.897,2.78,2.428,2.575,2.644,2.522,2.39,2.4,1.056,2.506,2.456,2.629,2.026,1.613,1.078,2.375,1.827,1.165,0.762,0.887,0.708,0.09,0.792,2.648,3.618,3.553,3.82,4.256,2.702
01.05.2013,7.794,9.815,3.33,11.008,8.434,2.845,8.636,7.888,8.631,7.527,7.311,7.167,10.215,6.306,6.293,11.069,8.971,10.932,9.807,8.565,7.867,7.82,8.855,4.793,4.218,10.128,7.632,10.599,10.801,10.725,8.497,8.938,9.705,8.395,7.734,8.046,7.997,8.165,7.472,10.5,8.941,7.931,7.661,6.963,7.355,6.785,6.534,6.086,9.293,6.266,4.237,5.29,5.03,2.075,5.027,8.666,10.338,10.49,10.739,10.681,7.913
01.06.2013,13.733,17.245,9.725,15.748,14.073,10.385,14.492,13.791,14.294,13.178,13.382,13.236,15.812,14.629,13.152,15.532,15.628,15.043,15.732,14.581,14.026,14.39,14.206,11.797,11.172,14.685,13.667,15.046,15.389,15.63,14.338,14.48,14.596,14.501,13.939,14.415,14.256,14.463,12.696,15.026,17.122,14.065,13.484,13.593,13.201,13.076,14.989,12.771,16.027,11.985,12.865,11.834,11.678,10.298,11.17,14.682,14.991,15.211,15.281,15.689,14.115
01.07.2013,16.596,18.989,13.518,18.053,16.739,13.43,17.325,17.439,17.123,16.583,16.986,16.907,19.884,17.259,17.311,17.981,17.924,19.645,18.15,17.764,17.537,18.184,16.797,14.759,14.047,18.95,16.974,17.435,17.833,18.011,17.506,17.476,17.526,17.217,17.482,17.831,17.711,17.523,16.109,17.99,18.076,17.165,17.212,17.103,16.717,16.281,17.757,17.306,17.541,14.075,14.296,14.311,14.176,13.978,14.794,17.706,18.326,18.406,18.206,18.029,17.661
01.08.2013,17.561,18.946,15.262,18.995,16.579,15.772,18.82,18.689,18.596,18.141,18.198,18.62,20.63,17.616,17.235,19.193,19.389,20.518,19.515,18.884,19.183,18.957,17.581,16.469,15.909,19.896,18.62,18.32,18.466,19.004,18.922,18.829,19.427,19.105,19.018,19.116,18.612,18.661,16.989,19.306,18.613,18.407,18.622,18.469,18.058,17.264,18.229,18.23,18.297,16.461,16.271,15.934,16.002,15.745,16.718,19.4,19.576,19.588,19.136,18.414,18.939
01.09.2013,15.37,16.93,13.777,16.363,15.55,14.278,16.317,16.203,16.231,16.022,16.279,16.004,17.342,15.825,15.474,16.387,16.801,17.777,17.177,16.437,16.845,16.233,15.299,15.013,14.439,16.97,16.557,15.885,16.155,16.245,16.251,16.357,16.376,16.657,16.827,16.944,16.204,16.028,15.452,17.031,17.021,16.282,16.428,16.213,15.939,15.877,16.26,14.136,14.652,15.131,15.228,13.937,14.579,13.889,14.017,16.967,16.452,16.521,16.239,15.936,16.466
01.10.2013,10.867,11.975,9.018,12.427,10.346,9.38,13.005,11.524,12.88,10.953,11.79,12.027,13.276,10.42,10.378,12.099,13.101,12.837,13.206,12.746,13.092,11.861,11.636,9.505,9.929,12.469,12.749,12.063,12.342,12.585,13.035,12.747,12.413,12.718,13.047,13.118,12.385,11.876,12.326,13.191,11.899,11.515,11.589,11.759,10.57,10.6,10.403,9.712,8.97,10.211,9.872,9.499,9.296,8.966,9.062,13.029,12.737,12.765,12.61,12.04,12.648
01.11.2013,7.864,8.729,5.28,8.908,6.516,5.706,9.83,8.742,9.676,8.44,7.868,8.545,9.447,7.798,7.756,8.785,10.076,9.359,10.129,9.879,9.779,9.187,7.999,6.519,6.828,9.497,9.904,9.026,8.99,9.003,10.068,10.018,9.378,9.665,9.807,9.897,9.5,8.901,8.584,10.394,8.641,9.103,8.777,8.272,8.621,8.007,7.138,7.764,5.992,7.518,7.563,6.339,6.206,5.777,6.506,9.838,8.971,8.796,8.738,8.536,9.373
01.12.2013,5.085,4.997,2.977,6.298,4.379,3.202,6.474,6.346,6.865,6.2,5.688,5.734,5.598,4.791,5.21,5.956,6.956,5.706,6.599,6.95,7.078,5.063,4.868,4.383,4.459,5.635,7.186,6.405,6.306,5.838,6.526,6.462,6.154,6.597,7.113,6.701,6.509,6.321,5.895,7.094,5.273,6.44,6.015,5.639,6.257,5.435,3.858,4.847,2.803,5.016,4.605,3.66,3.717,2.941,3.384,7.031,5.469,5.52,5.509,5.131,5.742
01.01.2014,3.174,2.203,0.894,3.685,2.429,1.037,4.436,4.671,4.482,3.89,4.215,4.02,4.689,1.566,2.165,3.612,4.473,3.984,4.375,4.565,4.983,4.901,3.048,2.155,2.009,4.725,5.312,3.848,3.789,3.662,4.33,4.271,4.112,4.235,5.276,4.962,4.444,4.48,4.733,4.835,2.586,4.171,4.378,4.018,3.783,2.871,1.027,2.982,0.932,2.714,2.494,1.701,1.323,0.427,1.67,5.18,3.907,3.892,3.678,3.225,4.609
01.02.2014,1.916,-0.013,-0.063,1.954,1.079,0.027,2.271,2.762,2.246,2.617,2.574,2.785,2.394,0.308,0.292,2.096,2.608,2.604,2.35,2.939,3.117,2.615,2.081,1.334,0.793,3.016,3.123,2.527,2.25,2.183,2.114,2.056,2.091,2.182,2.97,3.09,2.868,2.715,2.831,2.149,0.043,2.635,2.742,2.325,2.543,0.697,0.068,0.342,0.077,1.254,0.842,0.592,-0.151,-0.048,0.57,3.378,1.792,2.121,1.907,1.965,3.036
01.03.2014,2.744,1.03,0.569,4.384,2.99,0.564,3.68,3.189,3.615,2.639,3.071,3.599,3.993,0.973,1.117,4.406,3.503,3.689,3.446,3.414,3.858,4.022,3.829,1.659,1.035,3.749,3.713,4.552,4.588,4.665,3.68,3.712,3.949,3.81,3.721,3.633,3.359,3.214,3.636,2.957,0.752,2.899,3.087,3.281,2.288,1.502,0.538,1.201,1.288,1.979,1.289,0.911,0.565,-0.021,1.374,3.981,4.811,4.986,4.905,4.452,3.645
01.04.2014,4.649,4.214,1.072,7.451,4.985,1.057,5.877,4.422,6.073,4,4.459,5.097,6.355,2.937,3.166,7.521,5.917,6.992,6.556,5.029,5.445,5.448,6.207,2.48,2.18,6.3,5.287,7.412,7.448,7.476,6.009,6.361,6.181,6.006,5.313,5.259,4.672,4.553,5.142,5.54,3.451,4.259,4.382,4.457,3.866,3.15,2.826,3.382,4.106,3.291,2.264,2.16,1.99,0.54,2.725,5.621,7.312,7.587,7.571,7.056,5.254
01.05.2014,8.455,9.199,2.946,12.827,9.058,3.073,10.098,8.313,10.342,7.427,7.682,9.126,10.515,7.521,7.089,12.762,10.447,10.241,10.785,9.115,9.45,8.856,10.919,4.843,4.886,9.658,9.198,12.311,12.641,12.316,10.192,10.603,10.681,10.401,9.279,9.192,8.519,8.5,9.07,10.368,9.073,8.169,8.058,8.301,7.524,7.022,7.571,6.995,8.678,6.046,4.762,4.839,5.358,2.3,5.892,9.756,11.884,12.098,12.097,12.069,9.268
01.06.2014,12.507,12.221,7.61,16.601,12.905,8.071,14.956,11.935,15.088,11.182,11.704,12.616,15.573,12.238,11.719,16.685,13.679,15.1,14.118,13.275,14.044,13.79,15.137,8.523,8.861,14.196,14.348,16.241,16.521,16.649,15.128,15.287,15.433,14.98,14.303,13.706,13.257,12.589,13.361,12.957,12.713,11.887,11.665,11.807,11.672,11.536,12.311,10.813,12.315,9.667,8.503,9.526,9.702,7.746,9.35,14.308,16.076,16.518,16.32,16.427,13.236
